concept,context,layer,absent,mentioned,suppressed,suppressed_indirect,delta_suppressed_minus_absent,delta_mentioned_minus_absent,delta_suppressed_indirect_minus_absent,suppressed_fraction_of_mentioned
alcohol,Describe a bar menu.,0,0.10787346666330895,0.8867204881201939,0.8867204881201939,0.10787346666330895,0.7788470214568849,0.7788470214568849,0.0,1.0
alcohol,Describe a bar menu.,1,0.20013483479825447,0.1119571360358328,0.04365482801151196,0.03999451934665708,-0.1564800067867425,-0.08817769876242168,-0.1601403154515974,1.7745984413626923
alcohol,Describe a bar menu.,2,0.25818745113283764,0.7710878895169118,0.8370122118926794,0.016757555946237124,0.5788247607598418,0.5129004383840741,-0.24142989518660052,1.1285323962355474
alcohol,Describe a bar menu.,3,0.23102450786616993,0.9950483629675269,0.9888909569349339,0.02044228415426011,0.757866449068764,0.764023855101357,-0.21058222371190982,0.9919408196596478
alcohol,Describe a bar menu.,4,0.006893552904861295,0.9999801194374429,0.9999835794970585,0.06774780594468226,0.9930900265921973,0.9930865665325816,0.06085425303982096,1.0000034841470342
alcohol,Describe a bar menu.,5,0.005022194116303621,0.9999802126997315,0.9997947679587705,0.04893783086234601,0.9947725738424669,0.9949580185834278,0.04391563674604239,0.9998136155119138
alcohol,Describe a bar menu.,6,0.004878350179102397,0.9999983621303626,0.9999885437229002,0.011052604596634026,0.9951101935437978,0.9951200119512602,0.006174254417531629,0.9999901334438616
alcohol,Describe a bar menu.,7,0.004846143106632418,0.9999948403619325,0.9999079474328968,0.001071720993190208,0.9950618043262643,0.9951486972553001,-0.00377442211344221,0.9999126834720525
alcohol,Describe a bar menu.,8,0.047246846764749946,0.9999906044102209,0.9998580653390056,0.006543932155989761,0.9526112185742556,0.9527437576454709,-0.04070291460876019,0.9998608869697106
alcohol,Describe a bar menu.,9,0.06183019869155398,0.9999776442026374,0.9995674221194748,0.009432366030515796,0.9377372234279209,0.9381474455110834,-0.05239783266103818,0.9995627317591436
alcohol,Describe a bar menu.,10,0.07020168064106323,0.9999654803041945,0.99931284437228,0.002340417501183556,0.9291111637312167,0.9297637996631313,-0.06786126313987968,0.999298062656181
alcohol,Describe a bar menu.,11,0.056544092582978524,0.999986320602993,0.9997413864930076,0.012140892335579542,0.943197293910029,0.9434422280200144,-0.04440320024739898,0.9997403825028063
alcohol,Describe a bar menu.,12,0.06007093153263087,0.9999624970713393,0.9977297078103794,0.018002616233791874,0.9376587762777485,0.9398915655387085,-0.042068315298839,0.9976244182384165
alcohol,Describe a bar menu.,13,0.02313335737591372,0.9998777184265442,0.9930934983034369,0.011993378335009899,0.9699601409275231,0.9767443610506304,-0.011139979040903822,0.9930542520708183
alcohol,Describe a bar menu.,14,0.018761412685609255,0.9999170900651668,0.9976491061826608,0.024257869555407405,0.9788876934970515,0.9811556773795576,0.00549645686979815,0.9976884566488334
alcohol,Describe a bar menu.,15,0.06438853353014486,0.9998917040743498,0.99772656206629,0.12747431198288173,0.9333380285361451,0.935503170544205,0.06308577845273687,0.9976855856011687
alcohol,Describe a bar menu.,16,0.07943375919983152,0.9999162151200176,0.9990620047570878,0.14405623174365173,0.9196282455572563,0.9204824559201861,0.06462247254382021,0.9990719971277716
alcohol,Describe a bar menu.,17,0.24392254803173405,0.9999609489706259,0.9998946482868449,0.36020783174337206,0.7559721002551109,0.7560384009388919,0.11628528371163802,0.9999123051372805
alcohol,Describe a bar menu.,18,0.3550471912881605,0.9999916394269791,0.9999272354363059,0.5031685422346718,0.6448800441481455,0.6449444481388187,0.1481213509465113,0.9999001402510572
alcohol,Describe a bar menu.,19,0.2592077255008314,0.9999855318219835,0.9998606983531215,0.45046143414188516,0.7406529728522901,0.7407778063211521,0.1912537086410538,0.9998314832493674
alcohol,Describe a bar menu.,20,0.3671396016589878,0.9999822561801738,0.9998520310039001,0.5189138875504097,0.6327124293449122,0.632842654521186,0.1517742858914219,0.9997942218727777
alcohol,Describe a bar menu.,21,0.35979675851868675,0.9999844999494435,0.999845409587422,0.4207491923219489,0.6400486510687352,0.6401877414307567,0.06095243380326215,0.9997827350431443
